temperature,ph,dissolved_oxygen,salinity,water_color,mortality_count,feed_given,pond_age,disease_risk
27.8,8.1,5.8,13,Dark Green,19,30,61,Moderate
26.6,6.5,6.6,17,Black,21,287,70,High
27.4,8.6,4.8,6,Brown,6,29,141,Moderate
28.2,7.6,2.5,20,Black,28,279,22,High
26.9,9.0,6.1,20,Light Green,37,138,133,Moderate
34.1,7.5,2.6,33,Black,38,163,43,High
31.8,8.3,2.2,30,Black,4,96,54,Moderate
24.4,9.1,3.2,33,Dark Green,17,141,37,High
27.9,7.3,2.7,17,Brown,21,227,97,High
27.2,6.5,3.1,27,Light Green,7,201,18,Moderate
26.4,8.5,6.3,31,Brown,17,109,59,Moderate
31.3,9.1,3.4,10,Black,31,167,13,High
27.9,7.3,3.6,27,Green,35,174,90,Moderate
28.2,7.4,6.4,21,Brown,16,140,137,Moderate
28.1,8.4,3.7,13,Brown,20,259,114,Moderate
34.0,8.4,2.7,7,Brown,39,141,24,High
29.5,7.5,7.2,8,Green,26,48,120,Healthy
26.8,9.3,3.5,5,Green,3,40,117,Moderate
31.3,8.4,4.8,9,Black,38,194,66,High
33.2,7.7,3.8,20,Black,23,201,124,High
33.6,8.9,6.3,10,Black,39,124,55,High
26.6,7.4,2.4,22,Dark Green,13,82,20,Moderate
25.3,9.1,6.3,9,Green,9,210,42,Moderate
27.2,8.9,4.7,25,Green,36,194,84,Moderate
26.4,9.0,6.4,35,Light Green,21,94,16,Moderate
24.8,8.4,3.4,17,Green,19,83,66,High
30.5,6.8,5.1,19,Brown,11,172,2,Moderate
26.4,9.2,2.5,33,Green,36,206,121,High
25.3,7.0,4.4,13,Green,14,46,82,Moderate
31.5,9.1,7.7,16,Light Green,3,65,95,Healthy
31.7,8.4,3.8,28,Brown,32,87,9,High
32.3,6.9,4.2,34,Light Green,12,296,82,Moderate
26.7,7.0,7.9,27,Black,7,146,67,Moderate
31.3,8.3,2.2,24,Brown,14,275,50,Moderate
34.1,7.7,6.1,23,Black,3,91,150,Moderate
33.7,8.9,7.3,32,Black,12,289,40,Moderate
31.8,7.7,6.8,16,Light Green,23,127,66,Moderate
30.0,8.6,3.4,35,Light Green,12,211,103,Moderate
25.2,8.0,6.3,30,Brown,10,150,117,Moderate
34.4,9.2,7.9,25,Black,37,152,117,High
32.6,7.9,3.2,24,Black,28,170,150,High
26.4,7.1,3.9,11,Green,22,60,121,Moderate
29.0,7.6,5.9,7,Brown,28,151,2,Moderate
24.4,8.6,2.7,5,Brown,11,264,129,High
26.3,7.6,6.0,12,Black,13,88,22,Moderate
28.2,8.2,4.7,6,Dark Green,9,141,108,Moderate
25.6,8.9,6.3,28,Light Green,17,296,8,Moderate
25.3,9.3,4.0,19,Brown,6,241,91,Moderate
29.5,8.6,2.7,30,Dark Green,9,29,48,Moderate
29.6,8.0,4.2,12,Green,39,295,32,Moderate
34.7,9.0,7.4,24,Brown,25,44,47,Moderate
30.6,8.2,6.3,12,Green,31,114,8,Healthy
26.0,7.5,2.7,13,Light Green,11,181,54,Moderate
34.4,8.9,2.5,21,Brown,22,140,146,High
34.5,7.0,4.1,35,Brown,11,70,6,Moderate
30.4,8.1,5.8,13,Black,12,139,65,Moderate
32.0,6.8,7.0,34,Black,15,27,138,Moderate
24.2,9.4,2.4,21,Light Green,37,141,107,High
26.9,8.1,4.5,33,Brown,34,107,138,Moderate
29.8,6.7,4.1,16,Dark Green,9,207,136,Moderate
27.4,7.0,7.6,15,Light Green,38,156,90,Moderate
28.1,7.8,2.5,5,Light Green,5,189,34,Healthy
27.5,8.6,5.8,35,Green,24,245,58,Moderate
30.0,7.4,2.6,23,Green,10,246,53,Moderate
26.4,7.2,2.6,7,Light Green,29,101,31,Moderate
26.5,7.0,2.7,31,Brown,28,228,93,High
24.1,7.6,3.7,6,Dark Green,33,289,129,High
29.9,7.3,3.8,22,Dark Green,34,236,52,High
30.1,9.4,4.0,16,Light Green,2,267,136,Healthy
27.9,8.7,4.5,22,Light Green,18,154,19,Moderate
24.2,8.7,3.2,18,Dark Green,33,195,44,High
31.6,8.4,3.1,29,Green,23,119,59,Moderate
30.2,6.9,2.6,17,Brown,4,163,121,Moderate
32.1,8.6,7.3,10,Brown,32,173,15,Moderate
28.7,9.2,2.9,10,Dark Green,40,185,107,High
29.2,7.1,2.4,18,Dark Green,8,24,37,Moderate
28.9,8.8,7.9,29,Dark Green,19,165,135,Moderate
25.4,8.2,2.5,23,Brown,2,183,141,Moderate
26.7,7.7,5.3,8,Dark Green,31,155,95,Moderate
32.0,7.6,5.6,12,Black,28,20,113,Moderate
34.4,8.9,6.1,26,Green,26,300,126,Moderate
33.0,8.4,7.2,7,Light Green,39,288,87,Moderate
27.1,6.9,6.0,6,Black,17,212,68,High
28.3,7.4,3.1,20,Dark Green,18,96,142,High
26.3,8.5,7.7,6,Dark Green,17,212,32,Moderate
25.0,7.7,4.2,5,Brown,26,250,131,Moderate
33.9,7.2,5.2,18,Dark Green,16,177,38,High
25.9,7.9,6.9,29,Dark Green,15,160,49,Moderate
32.5,7.1,3.8,33,Green,8,207,105,Moderate
27.2,9.4,4.4,23,Brown,2,242,23,Moderate
32.0,6.6,2.8,31,Green,5,222,15,Moderate
34.7,8.5,7.8,12,Black,26,53,144,High
27.3,8.5,7.2,18,Green,13,183,86,Healthy
34.8,8.9,5.5,33,Black,10,134,92,Moderate
24.5,9.2,5.8,13,Green,16,159,11,Moderate
34.7,8.5,5.8,34,Green,25,220,122,Moderate
24.1,8.1,6.8,27,Green,29,65,55,Moderate
26.8,7.7,3.0,17,Light Green,26,184,112,Moderate
27.1,8.6,7.0,21,Green,36,298,9,Moderate
26.3,8.2,4.8,19,Light Green,3,154,30,Healthy
26.6,7.3,5.5,31,Light Green,32,177,20,Moderate
28.6,9.0,3.3,17,Black,18,136,44,High
34.3,7.9,2.8,28,Black,38,260,117,High
25.1,8.4,6.3,13,Black,7,58,65,Moderate
29.1,6.9,7.2,23,Black,0,259,142,Moderate
30.2,7.3,7.7,20,Light Green,8,68,128,Healthy
29.7,9.4,4.8,23,Light Green,14,41,94,Moderate
34.6,8.5,6.2,16,Brown,31,264,105,Moderate
33.7,7.6,4.4,10,Brown,21,218,2,Moderate
25.8,7.5,3.7,10,Green,10,147,67,Moderate
31.6,9.1,2.1,18,Dark Green,15,48,129,High
31.9,8.6,2.8,23,Green,1,205,4,Moderate
29.9,8.5,4.0,10,Dark Green,40,62,10,Moderate
25.3,7.4,3.3,14,Dark Green,38,75,121,High
29.2,8.3,7.2,32,Dark Green,13,145,105,Healthy
34.2,8.5,5.7,9,Brown,40,67,92,Moderate
34.7,7.6,6.5,19,Green,10,58,52,Healthy
30.9,7.8,3.2,22,Black,39,71,83,High
33.7,7.9,6.2,25,Green,32,232,140,Moderate
33.4,7.0,5.5,15,Brown,22,230,136,Moderate
28.2,8.2,3.3,31,Dark Green,25,143,68,High
25.1,9.0,5.6,32,Brown,17,73,56,Moderate
29.2,7.8,5.1,10,Light Green,30,131,8,Healthy
25.3,8.3,7.1,18,Black,28,276,69,High
32.9,8.2,7.6,24,Brown,26,166,99,Moderate
33.5,6.8,5.5,28,Brown,18,39,119,High
34.8,7.0,5.2,32,Light Green,19,263,43,Moderate
32.0,7.5,2.9,20,Brown,15,97,48,Moderate
29.8,8.6,4.4,23,Dark Green,5,225,110,Moderate
25.7,7.9,7.1,13,Brown,21,64,50,Moderate
25.7,6.8,7.4,10,Black,16,126,107,High
25.1,7.0,2.3,19,Brown,17,68,114,High
29.3,8.7,5.5,9,Black,34,154,85,Moderate
25.3,7.4,2.1,35,Brown,38,197,101,High
35.0,9.5,4.7,7,Green,38,23,33,High
28.0,7.0,6.1,35,Light Green,10,136,110,Healthy
24.8,6.9,7.8,13,Brown,12,156,138,Moderate
28.5,9.1,6.9,25,Dark Green,12,29,56,Moderate
25.5,8.9,7.8,16,Dark Green,0,263,123,Moderate
34.0,7.2,4.6,25,Dark Green,28,201,142,High
26.2,9.3,5.4,27,Black,32,115,148,High
34.5,7.3,7.6,29,Brown,31,254,6,Moderate
28.6,8.1,5.4,17,Brown,26,272,29,Moderate
31.7,6.6,4.4,19,Dark Green,17,236,88,High
29.0,8.3,3.9,5,Light Green,9,199,22,Moderate
25.7,7.2,5.1,33,Light Green,18,166,48,Moderate
31.6,9.3,2.9,6,Brown,7,171,71,High
31.5,9.2,4.5,5,Dark Green,39,28,117,High
31.2,7.2,4.9,7,Brown,21,237,66,Moderate
29.7,9.2,4.1,35,Brown,40,119,132,Moderate
27.2,6.7,5.1,32,Brown,18,114,114,Moderate
28.6,8.5,6.3,14,Green,18,241,114,Healthy
27.4,8.5,5.9,29,Green,2,286,89,Healthy
27.2,6.8,6.3,29,Black,0,105,126,Moderate
31.0,8.9,4.9,19,Green,7,187,129,Healthy
24.4,6.9,7.9,30,Brown,19,241,111,High
33.7,8.7,2.4,29,Black,27,124,34,High
29.3,8.6,7.1,28,Green,21,292,136,Moderate
29.7,9.0,3.9,6,Brown,33,169,117,High
34.4,7.4,3.6,10,Light Green,11,240,135,Moderate
34.9,6.7,6.0,32,Black,37,130,114,High
31.2,6.7,3.2,31,Black,35,69,87,High
24.7,8.5,2.3,25,Dark Green,29,176,81,High
29.8,8.6,7.8,9,Green,36,132,115,Moderate
28.9,7.1,7.0,13,Dark Green,22,136,90,Moderate
25.1,7.6,7.8,34,Light Green,38,283,47,Moderate
24.5,7.8,3.0,11,Dark Green,36,61,57,High
32.2,9.0,4.9,31,Black,14,275,98,Moderate
26.2,8.2,5.5,14,Brown,11,31,44,Healthy
31.1,8.3,7.4,16,Brown,12,106,34,Healthy
31.3,9.4,5.1,35,Green,24,288,58,Moderate
28.4,9.4,4.9,31,Dark Green,28,122,117,High
32.3,9.5,5.9,14,Brown,25,185,93,Moderate
25.6,8.1,3.6,25,Light Green,27,168,37,High
34.5,8.6,2.3,27,Light Green,1,98,121,Moderate
30.1,9.2,6.4,13,Black,11,239,39,Moderate
32.2,6.9,3.1,33,Green,8,109,61,Moderate
34.7,8.6,4.9,8,Black,31,146,85,High
26.3,7.5,4.0,22,Black,29,31,117,Moderate
32.5,8.1,5.8,14,Dark Green,30,299,8,Moderate
25.0,7.5,3.3,12,Green,2,128,40,Moderate
33.3,7.0,5.5,13,Brown,19,179,68,Moderate
34.9,6.6,3.5,33,Green,1,120,107,Moderate
25.3,7.9,7.3,21,Brown,2,288,75,Healthy
30.2,8.7,6.7,12,Black,18,85,142,Moderate
25.1,6.8,5.1,33,Light Green,34,270,93,Moderate
26.1,7.5,5.3,22,Dark Green,14,38,143,Healthy
33.3,9.3,4.0,25,Brown,34,266,136,High
31.8,7.1,3.3,27,Green,34,138,43,High
29.4,7.3,3.9,15,Black,10,119,51,High
30.7,9.1,2.9,26,Black,7,111,76,High
31.0,7.2,7.9,29,Brown,14,222,113,Healthy
24.1,9.3,5.9,12,Green,29,247,121,Moderate
30.9,7.2,5.8,27,Brown,27,32,56,Moderate
26.4,9.1,2.6,21,Green,10,88,118,Moderate
27.2,7.5,2.1,11,Dark Green,37,112,87,High
28.0,7.4,7.3,7,Light Green,22,232,63,Moderate
30.8,7.8,4.0,18,Light Green,1,44,117,Healthy
24.7,9.2,6.0,11,Black,8,172,126,High
31.9,7.1,6.5,22,Dark Green,35,289,85,Moderate
29.1,8.8,2.1,14,Light Green,6,250,10,Moderate
29.0,7.1,7.7,7,Dark Green,0,268,136,Healthy
28.3,6.8,6.5,22,Dark Green,13,26,128,Moderate
27.7,7.6,7.1,21,Brown,14,51,143,Healthy
28.6,7.0,6.4,29,Dark Green,20,158,17,Moderate
29.2,7.0,2.1,14,Brown,13,250,61,Moderate
26.5,9.1,7.4,14,Black,25,113,58,High
31.3,8.5,3.4,9,Black,9,97,90,High
24.5,9.1,7.9,5,Black,13,225,92,High
34.5,8.1,4.5,6,Green,24,205,143,Moderate
34.7,7.9,4.2,28,Black,22,184,143,High
28.8,8.6,4.5,17,Green,31,96,146,Moderate
29.0,8.9,7.1,19,Black,12,245,143,Moderate
33.3,9.2,5.1,30,Green,37,297,120,Moderate
33.2,7.8,5.0,22,Black,22,167,92,High
34.6,6.5,3.5,33,Black,39,286,128,High
33.7,8.0,2.5,16,Dark Green,15,96,69,High
32.3,6.9,2.2,11,Green,2,23,29,Moderate
27.8,9.4,7.2,7,Brown,27,102,103,Moderate
32.6,8.6,3.5,21,Black,22,286,67,High
32.2,7.3,2.3,29,Green,37,148,7,High
29.9,9.4,6.1,21,Brown,4,136,2,Healthy
30.3,8.7,3.1,33,Light Green,28,217,94,Moderate
29.4,7.3,4.3,22,Green,24,232,86,Moderate
32.3,8.9,4.8,22,Light Green,20,104,94,Moderate
24.4,8.0,4.1,7,Dark Green,40,168,88,High
32.8,8.4,3.1,9,Light Green,36,180,13,Moderate
25.6,8.3,3.3,31,Light Green,19,290,43,High
27.5,6.9,5.6,14,Light Green,33,117,117,Moderate
29.8,8.7,4.0,33,Brown,29,246,102,Moderate
30.5,7.4,4.6,30,Green,22,63,83,Moderate
25.6,7.8,2.1,26,Black,38,299,11,High
28.8,6.6,6.9,22,Light Green,7,135,49,Healthy
29.7,8.3,5.7,12,Green,32,279,84,Healthy
24.4,8.8,6.4,16,Dark Green,36,59,67,High
24.3,7.5,4.0,5,Light Green,30,242,116,Moderate
34.9,8.8,4.4,11,Dark Green,18,51,16,High
24.3,9.5,6.1,8,Light Green,4,37,97,Moderate
31.8,8.0,4.7,12,Black,6,138,14,Moderate
29.6,9.3,3.5,7,Light Green,37,24,104,High
27.2,7.5,2.1,13,Light Green,26,280,40,Moderate
29.9,6.7,7.0,35,Dark Green,14,58,40,Moderate
28.6,8.4,7.3,17,Dark Green,14,283,82,Healthy
25.6,9.4,6.1,29,Green,23,262,51,Moderate
30.0,6.5,5.4,21,Brown,23,262,122,Moderate
31.7,6.8,5.0,25,Green,35,119,142,Moderate
34.2,7.6,5.9,16,Black,32,213,150,High
31.1,8.1,2.7,10,Light Green,25,105,21,Moderate
34.3,8.1,7.4,25,Black,30,44,65,High
31.5,8.2,4.4,34,Light Green,8,74,4,Healthy
30.9,9.3,4.6,22,Brown,27,176,94,Moderate
29.3,9.5,7.8,9,Green,27,287,112,Moderate
29.3,9.3,5.5,31,Black,25,24,86,High
29.2,8.9,5.9,5,Green,28,164,29,Moderate
26.6,7.3,4.0,18,Green,11,43,64,Healthy
34.8,7.3,6.3,11,Brown,4,179,86,Moderate
28.1,8.8,2.5,12,Black,16,288,122,High
26.9,9.5,3.8,14,Brown,33,280,74,High
34.7,7.9,4.3,5,Brown,11,254,87,Moderate
25.6,7.1,2.1,27,Dark Green,14,63,84,High
25.1,7.6,5.0,15,Brown,1,151,81,Healthy
27.3,7.7,5.1,9,Dark Green,3,137,118,Healthy
30.8,9.0,5.1,24,Light Green,20,132,134,Moderate
24.3,8.3,7.8,15,Dark Green,18,81,74,Moderate
28.7,7.7,5.6,32,Dark Green,6,54,92,Healthy
32.1,7.0,2.9,23,Dark Green,29,279,106,High
31.9,9.2,7.2,7,Light Green,4,252,84,Healthy
26.1,8.3,4.4,18,Black,11,222,95,Moderate
30.4,8.6,5.9,26,Light Green,31,88,40,Moderate
33.8,6.9,7.6,18,Light Green,37,57,130,Moderate
32.1,8.9,5.1,12,Brown,27,200,135,Moderate
29.6,7.5,2.3,17,Black,34,132,150,High
32.1,8.7,3.6,5,Light Green,31,294,42,High
34.6,8.4,3.4,13,Black,16,181,134,High
32.8,8.8,5.0,16,Dark Green,37,198,129,Moderate
27.0,7.1,4.8,11,Light Green,13,194,6,Healthy
34.8,7.0,2.3,13,Green,29,229,125,High
33.7,8.9,6.6,10,Brown,15,210,131,Moderate
28.9,8.2,7.1,35,Black,9,131,79,Moderate
30.5,7.3,7.2,16,Brown,24,207,127,Moderate
30.8,9.1,4.0,28,Brown,25,148,131,Moderate
34.4,8.0,5.8,16,Black,29,141,81,High
30.1,8.1,2.4,26,Light Green,38,191,42,Moderate
28.8,8.8,3.1,24,Black,31,123,46,High
29.2,7.2,6.7,15,Light Green,19,110,111,Moderate
34.1,8.3,6.1,12,Green,34,129,30,Moderate
26.0,8.9,2.2,31,Light Green,28,221,126,Moderate
30.7,8.4,3.7,34,Green,39,28,86,Moderate
27.6,8.9,8.0,20,Green,28,79,79,Moderate
26.6,7.6,2.2,33,Dark Green,36,267,129,High
34.1,8.8,4.9,31,Light Green,35,36,116,Moderate
34.5,7.8,5.2,29,Light Green,10,35,67,Healthy
31.4,7.7,6.8,13,Black,33,146,32,Moderate
33.7,8.7,5.1,19,Green,1,135,61,Healthy
26.4,6.7,7.3,13,Light Green,21,210,144,Moderate
30.4,9.4,5.9,10,Dark Green,19,198,112,Moderate
30.0,9.2,3.0,23,Black,16,82,26,High
31.2,7.2,4.8,21,Dark Green,26,109,53,High
28.4,8.1,3.3,20,Dark Green,22,58,21,High
25.8,6.9,7.4,21,Light Green,21,290,15,Moderate
34.8,7.1,7.4,9,Dark Green,24,46,18,High
33.4,9.0,2.4,14,Black,36,40,3,High
29.9,9.0,7.9,16,Brown,27,25,8,Moderate
25.6,9.4,2.0,6,Dark Green,39,192,111,High
31.4,9.2,7.5,10,Black,32,48,28,High
31.9,7.0,3.8,16,Green,12,31,88,Moderate
32.7,7.0,3.3,28,Black,1,97,143,High
31.6,8.5,7.2,34,Dark Green,37,135,82,Moderate
24.9,8.5,4.9,11,Light Green,6,226,92,Moderate
24.9,8.4,6.0,32,Brown,0,157,132,Healthy
29.7,9.3,4.0,32,Green,31,66,106,Moderate
31.1,6.8,5.3,31,Brown,38,282,146,Moderate
34.7,9.2,5.0,30,Dark Green,30,136,19,High
25.3,7.7,4.3,5,Green,10,58,127,Moderate
34.5,7.8,5.9,25,Brown,28,82,74,Moderate
30.9,7.2,6.2,31,Green,22,143,66,Moderate
26.3,7.7,4.3,12,Black,29,153,115,Moderate
28.8,8.1,2.9,26,Dark Green,20,274,104,High
29.3,6.9,7.3,22,Green,26,133,129,Moderate
29.1,7.5,3.7,12,Light Green,26,198,100,Moderate
27.9,7.3,2.8,23,Black,32,285,64,High
33.6,7.2,3.0,13,Green,16,179,134,High
32.6,6.7,3.7,20,Light Green,40,254,104,High
25.3,8.3,2.8,25,Green,28,124,112,High
25.3,9.0,2.4,28,Light Green,1,125,16,Moderate
33.5,8.7,3.0,32,Black,31,93,108,High
29.9,9.4,5.8,20,Light Green,6,168,48,Healthy
30.8,7.2,2.8,13,Light Green,11,58,57,Moderate
25.3,8.9,4.5,10,Green,30,260,64,Moderate
27.4,8.8,6.6,15,Green,2,99,49,Healthy
24.2,9.3,2.8,15,Brown,5,177,123,High
30.5,7.1,7.6,35,Dark Green,5,54,70,Healthy
25.7,9.2,2.0,34,Black,21,294,51,High
28.1,7.0,4.8,29,Green,21,214,34,Moderate
33.8,8.3,6.2,23,Light Green,6,168,57,Healthy
32.9,8.0,4.9,12,Black,1,38,77,Moderate
30.6,9.2,5.0,17,Black,10,176,81,Moderate
33.6,6.7,4.8,8,Dark Green,27,258,56,High
33.7,8.7,3.1,34,Green,16,102,62,High
34.4,8.0,5.9,11,Dark Green,32,65,134,Moderate
27.9,9.3,2.6,14,Dark Green,40,85,7,High
31.3,8.4,7.4,22,Dark Green,11,169,111,Moderate
33.5,7.3,7.6,25,Brown,11,41,106,Moderate
31.2,8.9,5.5,9,Light Green,24,291,63,Moderate
31.5,7.6,4.0,5,Light Green,33,143,80,Moderate
28.7,7.0,6.8,22,Light Green,10,45,6,Healthy
31.6,7.2,5.1,15,Light Green,11,184,94,Healthy
26.3,8.3,4.6,17,Black,5,264,104,Moderate
25.3,7.1,2.7,28,Dark Green,24,227,38,High
34.8,7.3,2.8,6,Light Green,28,161,47,High
29.5,8.4,6.4,16,Green,0,59,123,Healthy
31.0,6.8,7.3,8,Dark Green,6,141,112,Moderate
32.7,7.1,2.9,33,Brown,37,21,131,High
33.2,8.3,2.0,17,Brown,28,229,144,High
32.7,8.1,4.5,29,Black,33,123,131,High
28.6,6.9,2.1,30,Dark Green,19,145,136,High
34.0,7.4,4.6,20,Light Green,34,290,126,Moderate
30.2,7.2,8.0,15,Dark Green,10,191,13,Moderate
34.9,7.6,5.7,11,Light Green,32,27,21,Moderate
25.9,8.7,3.5,6,Black,12,72,105,High
29.6,8.9,4.2,27,Green,1,299,12,Healthy
34.8,6.8,3.8,29,Green,40,169,85,High
31.6,7.8,4.0,27,Dark Green,5,115,54,Moderate
31.0,6.8,2.5,23,Light Green,10,108,98,Moderate
32.0,9.5,6.6,8,Brown,14,298,8,Moderate
31.8,8.2,6.5,29,Black,15,114,72,Moderate
27.1,9.0,3.5,6,Dark Green,14,230,18,Moderate
26.6,7.1,4.3,26,Light Green,30,49,39,Moderate
24.8,8.3,3.9,23,Green,17,44,64,High
28.9,7.5,2.1,35,Dark Green,19,286,13,High
33.1,8.0,4.2,22,Black,20,176,87,High
30.3,7.2,4.9,20,Green,29,287,116,Moderate
26.6,7.4,7.9,26,Dark Green,4,242,144,Healthy
34.3,8.2,2.5,15,Black,16,271,95,High
24.5,6.9,3.2,31,Brown,19,72,128,High
29.5,8.2,7.5,30,Light Green,23,298,127,Healthy
33.2,7.0,2.7,32,Black,25,258,95,High
33.2,9.3,4.5,18,Dark Green,27,166,117,High
30.7,9.0,6.0,32,Light Green,7,200,1,Healthy
24.9,9.2,4.5,17,Light Green,28,300,21,High
33.8,9.0,5.1,9,Dark Green,19,144,56,High
32.3,7.3,4.4,5,Light Green,37,262,112,Moderate
24.1,7.8,6.8,24,Light Green,6,229,53,Healthy
27.8,8.3,4.7,17,Dark Green,19,244,70,Moderate
30.1,8.3,2.1,16,Light Green,13,222,44,Moderate
33.4,9.1,3.4,19,Green,25,258,39,High
33.8,8.0,3.0,28,Dark Green,32,163,20,High
31.9,7.1,7.9,12,Dark Green,23,176,124,Moderate
34.7,8.4,3.1,12,Light Green,5,272,138,Moderate
30.8,8.3,3.6,32,Light Green,38,291,57,Moderate
30.4,7.8,7.9,29,Black,3,220,67,Healthy
28.9,9.3,4.8,18,Green,12,123,97,Moderate
25.2,7.8,7.4,22,Brown,18,259,66,Moderate
26.5,6.8,3.6,32,Brown,26,51,101,High
31.0,7.1,3.6,23,Brown,4,180,39,Moderate
25.4,8.0,3.4,28,Dark Green,21,156,127,High
29.6,9.4,3.9,23,Brown,8,34,65,Moderate
33.3,7.9,3.7,35,Dark Green,37,197,30,High
29.1,9.3,5.6,35,Green,22,150,62,Moderate
34.9,9.2,6.1,23,Black,35,97,53,High
25.6,8.9,7.7,8,Brown,26,222,59,Moderate
27.7,9.1,2.1,6,Brown,27,148,79,High
24.1,6.6,6.1,19,Dark Green,5,259,53,Moderate
31.8,6.8,4.5,30,Light Green,26,32,138,Moderate
29.9,7.7,4.8,28,Green,2,201,91,Healthy
31.6,8.3,5.4,10,Dark Green,0,105,145,Healthy
30.2,6.8,2.1,14,Black,2,102,97,High
25.6,8.5,7.1,8,Black,34,128,131,High
26.8,7.8,6.3,13,Dark Green,33,198,132,Moderate
26.4,9.4,2.6,14,Green,32,81,61,High
24.8,8.0,5.3,28,Dark Green,26,48,146,Moderate
28.4,7.1,2.7,29,Dark Green,32,165,8,High
26.8,9.1,3.7,35,Green,38,96,2,High
27.7,6.6,2.3,8,Black,19,104,81,High
33.9,9.4,7.0,30,Light Green,25,210,66,Moderate
34.4,7.5,5.3,14,Black,8,155,136,Moderate
24.5,6.7,3.5,6,Dark Green,38,176,8,High
27.1,6.8,6.5,24,Brown,38,267,13,Moderate
28.6,7.1,6.2,20,Black,26,82,117,Moderate
30.3,7.4,4.4,19,Light Green,0,28,119,Healthy
31.2,6.9,7.7,14,Light Green,28,216,2,Moderate
26.7,8.3,3.8,9,Brown,27,154,68,Moderate
35.0,7.2,4.6,13,Black,9,238,21,High
27.9,8.8,4.0,21,Black,11,131,69,Moderate
28.5,6.9,3.9,13,Dark Green,38,295,85,High
30.2,8.1,4.4,11,Black,13,59,133,Moderate
25.8,8.8,7.4,6,Brown,1,128,14,Moderate
32.8,8.0,4.5,33,Green,33,65,47,Moderate
31.9,8.7,5.2,24,Brown,8,298,53,Moderate
27.5,7.3,2.8,16,Light Green,13,112,117,Moderate
26.5,7.3,4.8,25,Dark Green,13,217,17,Moderate
32.6,6.9,3.4,34,Light Green,28,254,59,High
34.9,7.9,3.5,12,Brown,10,246,33,Moderate
32.7,7.4,6.9,28,Light Green,10,24,133,Healthy
34.9,6.9,2.6,7,Light Green,30,120,131,High
31.9,7.3,2.3,23,Light Green,37,59,121,High
24.5,8.2,6.2,34,Dark Green,19,147,4,Moderate
24.2,7.1,7.5,15,Brown,5,107,132,Moderate
32.0,8.8,6.3,19,Dark Green,34,116,28,Moderate
25.6,8.8,5.1,25,Green,31,107,65,Moderate
32.2,6.9,2.4,27,Green,34,38,73,High
29.0,9.2,5.2,24,Dark Green,6,211,54,Moderate
29.4,9.4,3.3,26,Light Green,1,64,91,Moderate
33.3,7.6,7.7,24,Dark Green,37,72,35,Moderate
26.5,7.5,6.0,33,Light Green,40,49,14,Healthy
28.1,8.2,7.8,6,Green,0,222,106,Healthy
25.7,9.3,2.8,25,Dark Green,15,77,103,High
31.3,8.1,6.7,25,Light Green,14,92,45,Healthy
29.9,7.6,4.6,30,Green,12,80,110,Healthy
31.2,9.4,3.8,27,Light Green,38,54,74,High
30.4,8.1,6.2,25,Green,28,169,135,Healthy
25.3,9.4,6.5,5,Black,38,272,4,High
32.0,7.7,5.2,22,Black,40,142,59,Moderate
29.2,8.3,5.5,24,Green,2,298,92,Healthy
29.2,8.3,6.6,32,Black,33,206,113,Moderate
26.2,8.1,2.1,17,Black,20,33,89,High
29.1,7.3,3.3,7,Green,28,126,51,Moderate
27.2,6.8,4.3,30,Green,14,258,42,Moderate
25.1,7.8,7.5,12,Green,6,167,89,Healthy
28.7,8.2,5.9,32,Brown,14,75,26,Healthy
26.6,7.0,7.1,13,Dark Green,36,125,41,Moderate
32.6,8.4,6.1,6,Black,7,212,83,Moderate
33.8,8.1,2.6,31,Green,25,238,102,High
24.4,6.8,7.2,25,Green,33,285,119,Moderate
27.4,8.6,3.5,25,Light Green,32,240,63,Moderate
27.7,7.8,7.7,19,Green,33,85,1,Healthy
25.1,8.2,2.7,7,Dark Green,37,265,143,High
25.2,8.7,5.5,32,Light Green,1,267,11,Healthy
28.2,7.0,3.2,8,Light Green,24,166,48,Moderate
34.9,8.2,7.8,16,Light Green,16,196,77,Moderate
30.6,6.6,6.5,7,Black,24,87,2,High
32.9,9.0,4.1,8,Green,0,188,61,Healthy
25.7,6.6,6.9,19,Brown,23,106,4,High
24.4,9.4,7.8,9,Brown,40,107,34,High
27.0,7.8,5.1,7,Dark Green,24,155,29,Moderate
27.9,6.8,2.2,5,Brown,32,118,102,High
27.3,6.5,4.5,21,Brown,36,199,1,Moderate
26.9,7.6,7.0,29,Dark Green,34,227,107,Moderate
33.9,7.3,2.5,31,Black,31,166,53,High
31.1,6.9,5.3,35,Light Green,24,220,42,Moderate
27.3,8.9,7.4,11,Black,15,170,147,Moderate
30.2,6.8,5.5,14,Brown,20,277,148,Moderate
27.5,7.2,6.4,8,Light Green,4,146,101,Healthy
33.1,8.7,2.5,30,Black,14,93,117,High
27.4,7.3,6.9,19,Dark Green,38,114,61,Moderate
34.0,8.8,8.0,35,Dark Green,0,144,39,Moderate
31.8,6.7,5.6,23,Brown,35,141,49,Moderate
28.6,8.3,5.2,35,Light Green,11,59,3,Healthy
29.9,6.7,5.5,28,Light Green,7,198,38,Healthy
30.8,6.5,4.9,17,Black,31,28,102,High
26.2,9.0,7.3,25,Dark Green,11,156,30,Moderate
31.9,6.7,2.9,23,Green,2,126,44,Moderate
29.7,8.9,7.8,7,Light Green,24,117,33,Moderate
